,n1,n2,score
2869,QNilrbTi8912ye2ztnBMpA,geKBfuHkJFpQttIFfPHrmg,7.384
2870,QcMPEiTXY2wS5dKZdzIW0w,LtxG9DTXCFpteVkD4SGBlw,4.363
2871,QcMPEiTXY2wS5dKZdzIW0w,ouQpkEJnFZzJy86ECkcTzQ,4.297
2872,QcMPEiTXY2wS5dKZdzIW0w,9JHhenxdM20EqmTQba6WyA,4.24
2873,QcMPEiTXY2wS5dKZdzIW0w,qyS7KHJNRR_1x-zIhDScBA,4.24
2874,QcMPEiTXY2wS5dKZdzIW0w,XI6CauzyZbKceQSUqnrB5A,4.213
2875,QcMPEiTXY2wS5dKZdzIW0w,EtbukcoR6QW6_5fEeFcVoQ,4.08
2876,QcMPEiTXY2wS5dKZdzIW0w,mwsA08gpaEALG3C1ZI4ktw,4.074
2877,QcMPEiTXY2wS5dKZdzIW0w,4dF9bWpFOKGiFmL3tFmvbQ,4.035
2878,QcMPEiTXY2wS5dKZdzIW0w,NDwoKO79_T49UEKVDlHd3A,3.705
2879,QcMPEiTXY2wS5dKZdzIW0w,d0E938M2_4kcuULUdnj-Xw,3.607
2880,QfXEdQpBojorGinfCnrKTA,SMqSdSAoLP06sWUJ2uXUow,9.02
2881,QfXEdQpBojorGinfCnrKTA,Qsoq2TGOe59LZy7z6KbQjA,7.951
2882,QfXEdQpBojorGinfCnrKTA,yPSejq3_erxo9zdVYTBnZA,6.306
2883,QfXEdQpBojorGinfCnrKTA,6RBZfirnzE4NahJTn1UPNA,5.191
2884,QfXEdQpBojorGinfCnrKTA,DOfiulOub9hVPBCtiDl9Fw,4.548
2885,QfXEdQpBojorGinfCnrKTA,QFh-h_OZ5Io-mBk32HN28A,4.536
2886,QfXEdQpBojorGinfCnrKTA,gjCxTVItFxk46rCZ-YaiFA,4.536
2887,QfXEdQpBojorGinfCnrKTA,7wSnkgOORRCqVDa_n8Upxg,4.448
2888,QfXEdQpBojorGinfCnrKTA,y4x_wAQvUxvTR8iV-JP4Jg,4.443
2889,QfXEdQpBojorGinfCnrKTA,VciWUuWgNshjkRDPHiFCoQ,4.431
2890,Qi-A4ZgcEuSnq_8Fpfo_3Q,EtM079Cj7-B3G7jPsGYb_Q,4.556
2891,Qi-A4ZgcEuSnq_8Fpfo_3Q,RRGLss4hhvZZuR0N6GQlSw,4.362
2892,Qi-A4ZgcEuSnq_8Fpfo_3Q,tthy48ZIX_wfY8Dy0Dvg6w,3.9
2893,Qi-A4ZgcEuSnq_8Fpfo_3Q,tf6S06LD09IFDHUpOPqPaw,3.864
2894,Qi-A4ZgcEuSnq_8Fpfo_3Q,2GiqDUNiTt5__ixRbzbqFw,3.841
2895,Qi-A4ZgcEuSnq_8Fpfo_3Q,f3eve2cxUIzyanWnHdMtFQ,3.751
2896,Qi-A4ZgcEuSnq_8Fpfo_3Q,8Lbz0hfE4MWzd7yDu9atBA,3.671
2897,Qi-A4ZgcEuSnq_8Fpfo_3Q,uO39--k_hrCFgZh-Bl8m8A,3.588
2898,Qi-A4ZgcEuSnq_8Fpfo_3Q,YGgGefpPTFhgthvQvMAGoQ,3.584
2899,Qi-A4ZgcEuSnq_8Fpfo_3Q,lu2UpRHLBZfvLG_caNEHKQ,3.536
2900,Qkg16mN-8QR66gjzg6gMyw,KSYONgGtrK0nKXfroB-bwg,6.793
2901,Qkg16mN-8QR66gjzg6gMyw,zbrIMldF_O1ZQ0vpUaaa8A,6.576
2902,Qkg16mN-8QR66gjzg6gMyw,iBBV8vesQ8fo2IQA7an1JA,6.516
2903,Qkg16mN-8QR66gjzg6gMyw,-TjT3y-Glfnbt6LbKETAYg,6.452
2904,Qkg16mN-8QR66gjzg6gMyw,fqStx0SvwMFChX_HIdUeEQ,6.348
2905,Qkg16mN-8QR66gjzg6gMyw,-3AooxIkg38UyUdlz5oXdw,6.071
2906,Qkg16mN-8QR66gjzg6gMyw,6EizP0XyqITuGZ8GZMI9Lw,5.821
2907,Qkg16mN-8QR66gjzg6gMyw,DOfiulOub9hVPBCtiDl9Fw,5.533
2908,Qkg16mN-8QR66gjzg6gMyw,4D7QDfPOsSPfKxBi3gs_qQ,5.48
2909,Qkg16mN-8QR66gjzg6gMyw,eL4lyE7LNoXEMvpcJ8WNVw,5.478
2910,Qsoq2TGOe59LZy7z6KbQjA,QfXEdQpBojorGinfCnrKTA,8.009
2911,Qsoq2TGOe59LZy7z6KbQjA,6RBZfirnzE4NahJTn1UPNA,6.402
2912,Qsoq2TGOe59LZy7z6KbQjA,yPSejq3_erxo9zdVYTBnZA,5.399
2913,Qsoq2TGOe59LZy7z6KbQjA,i5C6RVgr03HSrgCl8oa1Fg,4.579
2914,Qsoq2TGOe59LZy7z6KbQjA,vTXNVK73GOvVb3js4w8SLg,4.549
2915,Qsoq2TGOe59LZy7z6KbQjA,DOfiulOub9hVPBCtiDl9Fw,4.547
2916,Qsoq2TGOe59LZy7z6KbQjA,JjmmSW_QQh2Db4fuIEMATA,4.54
2917,Qsoq2TGOe59LZy7z6KbQjA,OyFxR5E2HBy-K2-0AxCtFg,4.454
2918,Qsoq2TGOe59LZy7z6KbQjA,XyYsl2OyoMi6OMvzsdcVoQ,4.422
2919,Qsoq2TGOe59LZy7z6KbQjA,UjgqSqa4Biy34pHSEdwj_g,4.329
2920,R93mEcQ1pjq7q3LzShi3ow,8Vo6LN9gqULhXzoxj5k6kQ,8.01
2921,R93mEcQ1pjq7q3LzShi3ow,PPcz-0UtIJ8O7xDT551y2g,7.788
2922,R93mEcQ1pjq7q3LzShi3ow,8Lbz0hfE4MWzd7yDu9atBA,7.636
2923,R93mEcQ1pjq7q3LzShi3ow,tthy48ZIX_wfY8Dy0Dvg6w,6.981
2924,R93mEcQ1pjq7q3LzShi3ow,3Wy21heeDm8h2tSZfcj6OA,6.851
2925,R93mEcQ1pjq7q3LzShi3ow,fqStx0SvwMFChX_HIdUeEQ,6.813
2926,R93mEcQ1pjq7q3LzShi3ow,6HTGlttrzCMsuGBHO1ZGiw,6.758
2927,R93mEcQ1pjq7q3LzShi3ow,oinV9xrSkR3b_T8sK1nsqg,6.714
2928,R93mEcQ1pjq7q3LzShi3ow,LtxG9DTXCFpteVkD4SGBlw,6.682
2929,R93mEcQ1pjq7q3LzShi3ow,DOfiulOub9hVPBCtiDl9Fw,6.643
2930,RKuAfE06rDcetvOTI5MbbA,JZrspVMm79n_iHTYftkI0g,8.012
2931,RKuAfE06rDcetvOTI5MbbA,r8tU21scBflMxWiBESPtRQ,7.817
2932,RKuAfE06rDcetvOTI5MbbA,hdCu74rz33m3EgDmdDn1SA,7.287
2933,RKuAfE06rDcetvOTI5MbbA,tf6S06LD09IFDHUpOPqPaw,4.776
2934,RKuAfE06rDcetvOTI5MbbA,ejqpFQ0dwO7AZhxTO9fySg,4.658
2935,RKuAfE06rDcetvOTI5MbbA,uO39--k_hrCFgZh-Bl8m8A,4.593
2936,RKuAfE06rDcetvOTI5MbbA,WUGRmrfSzQCyeG6mYAM-vw,4.314
2937,RKuAfE06rDcetvOTI5MbbA,sk0IM8koYo1o9-k_rpkmxQ,4.241
2938,RKuAfE06rDcetvOTI5MbbA,PsO9LleYQJlFc_r-DJxVzg,3.923
2939,RKuAfE06rDcetvOTI5MbbA,tthy48ZIX_wfY8Dy0Dvg6w,3.921
2940,RRGLss4hhvZZuR0N6GQlSw,-ujBP1Dw0j1-Ffaz97-LXQ,72.313
2941,RRGLss4hhvZZuR0N6GQlSw,lwbFhaGaKUtwPdaXXjy3mQ,17.514
2942,RRGLss4hhvZZuR0N6GQlSw,OCW1gs6Rjn90_x5EV0PuaA,15.973
2943,RRGLss4hhvZZuR0N6GQlSw,pUVRCYL8rT4I5Ry5FYkRsA,13.478
2944,RRGLss4hhvZZuR0N6GQlSw,IljCDlZnTftfZEruqa4sRQ,7.863
2945,RRGLss4hhvZZuR0N6GQlSw,8Lbz0hfE4MWzd7yDu9atBA,7.621
2946,RRGLss4hhvZZuR0N6GQlSw,LtxG9DTXCFpteVkD4SGBlw,7.403
2947,RRGLss4hhvZZuR0N6GQlSw,kwqXOtLCbNjgvwuMj4H1AQ,7.091
2948,RRGLss4hhvZZuR0N6GQlSw,EtM079Cj7-B3G7jPsGYb_Q,6.658
2949,RRGLss4hhvZZuR0N6GQlSw,6HTGlttrzCMsuGBHO1ZGiw,6.62
2950,R_8S3Iuhpzoi3nM-xq3kcw,crlk8kaurC4zrPUTt7BevQ,8.255
2951,R_8S3Iuhpzoi3nM-xq3kcw,yEmEDomLUofVtbZoUeFV5g,7.394
2952,R_8S3Iuhpzoi3nM-xq3kcw,34Eqv8jXgxg_EEwcsNgeeg,6.483
2953,R_8S3Iuhpzoi3nM-xq3kcw,lu2UpRHLBZfvLG_caNEHKQ,6.452
2954,R_8S3Iuhpzoi3nM-xq3kcw,-loV4cB2Uh9TCltTRgGzWQ,6.387
2955,R_8S3Iuhpzoi3nM-xq3kcw,IDtLPgUrqorrpqSLdfMhZQ,6.363
2956,R_8S3Iuhpzoi3nM-xq3kcw,hDr_bt6MEwlGvGCCKzyzhg,6.19
2957,R_8S3Iuhpzoi3nM-xq3kcw,SYHDOHRNAH-2xsw3XB5qbg,5.797
2958,R_8S3Iuhpzoi3nM-xq3kcw,VAIOtbsxdNmuhUKkQZFRlA,5.761
2959,R_8S3Iuhpzoi3nM-xq3kcw,C6AiAF35zwpAoK5jjm-nhA,5.721
2960,RiOcLw__HPf_rTOTpYKnHQ,8Vo6LN9gqULhXzoxj5k6kQ,4.768
2961,RiOcLw__HPf_rTOTpYKnHQ,bPVPZeqMuYtU_yGCb4P-jg,4.703
2962,RiOcLw__HPf_rTOTpYKnHQ,Y57sylYCgq2VQJuBCnjPfA,4.383
2963,RiOcLw__HPf_rTOTpYKnHQ,-NXRuUsazxXZZ_OHwmtYtw,4.197
2964,RiOcLw__HPf_rTOTpYKnHQ,UA3HxLprLSOO9J6l1iR2Cg,4.056
2965,RiOcLw__HPf_rTOTpYKnHQ,wK2IixmZUOEFGz1QZqR99Q,4.008
2966,RiOcLw__HPf_rTOTpYKnHQ,3Wy21heeDm8h2tSZfcj6OA,3.907
2967,RiOcLw__HPf_rTOTpYKnHQ,tthy48ZIX_wfY8Dy0Dvg6w,3.881
2968,RiOcLw__HPf_rTOTpYKnHQ,uPaVoR6XHk12KT9KTr1WFw,3.878
2969,RiOcLw__HPf_rTOTpYKnHQ,U3grYFIeu6RgAAQgdriHww,3.811
2970,RoGcpdwIe_k6Xhs71Wfs8Q,Nbht3URjeV94507do0goEw,3.316
2971,RoGcpdwIe_k6Xhs71Wfs8Q,znlrxrY4InSx7ekPZxoHRw,2.979
2972,RoGcpdwIe_k6Xhs71Wfs8Q,PWWGbkPC_agn-4s1Hv1W5A,2.938
2973,RoGcpdwIe_k6Xhs71Wfs8Q,GuzbBFraIq-fbkjfvaTRvg,2.916
2974,RoGcpdwIe_k6Xhs71Wfs8Q,SYHDOHRNAH-2xsw3XB5qbg,2.909
2975,RoGcpdwIe_k6Xhs71Wfs8Q,8Vo6LN9gqULhXzoxj5k6kQ,2.861
2976,RoGcpdwIe_k6Xhs71Wfs8Q,3Wy21heeDm8h2tSZfcj6OA,2.856
2977,RoGcpdwIe_k6Xhs71Wfs8Q,6EizP0XyqITuGZ8GZMI9Lw,2.814
2978,RoGcpdwIe_k6Xhs71Wfs8Q,NDwoKO79_T49UEKVDlHd3A,2.813
2979,RoGcpdwIe_k6Xhs71Wfs8Q,WhTRPUduXy3mRBYlmSmsKw,2.796
2980,RqmKdsCh53VCr50QHybrAQ,0cWnURpfrb4MqKSzyVN4SQ,26.765
2981,RqmKdsCh53VCr50QHybrAQ,j3Ml_qEFnDOaH5miNzG6xw,13.197
2982,RqmKdsCh53VCr50QHybrAQ,kZtl_NJjUnlIQgzFrBhXyQ,5.775
2983,RqmKdsCh53VCr50QHybrAQ,dDU-0EW4Asx-RnM-vULFQw,4.446
2984,RqmKdsCh53VCr50QHybrAQ,WWoUVlbCdnNT_CQG3S0ZdQ,4.33
2985,RqmKdsCh53VCr50QHybrAQ,QLHgjBHBoeIUoEvIPvjHnw,4.319
2986,RqmKdsCh53VCr50QHybrAQ,MAIfD4kJDCydgoD1l2b_vw,4.298
2987,RqmKdsCh53VCr50QHybrAQ,-ujBP1Dw0j1-Ffaz97-LXQ,4.264
2988,RqmKdsCh53VCr50QHybrAQ,Kthnb7PjDSd7FsBp4wqoHA,4.149
2989,RqmKdsCh53VCr50QHybrAQ,h4zjPjFmQgJQzYEXLcHenw,4.085
2990,RtJC7xavgAxOITQyAlGCbQ,Kthnb7PjDSd7FsBp4wqoHA,7.14
2991,RtJC7xavgAxOITQyAlGCbQ,ghLjxj4HoSHdflBEz2lIqA,6.94
2992,RtJC7xavgAxOITQyAlGCbQ,mAqgsZBTN-wsShMpkz2o9g,6.873
2993,RtJC7xavgAxOITQyAlGCbQ,hPzPpfSjgQkpWCD7YjcY-A,6.654
2994,RtJC7xavgAxOITQyAlGCbQ,34Eqv8jXgxg_EEwcsNgeeg,6.526
2995,RtJC7xavgAxOITQyAlGCbQ,wJiaLWAxfqDeFsmE2cI8tg,6.102
2996,RtJC7xavgAxOITQyAlGCbQ,C-zgOpqD2K0xDJU4ty7zKg,6.065
2997,RtJC7xavgAxOITQyAlGCbQ,_Uyinj5wLMJ7x2cCfHO1Yg,5.825
2998,RtJC7xavgAxOITQyAlGCbQ,BErYojCJSO959vzaz9JclQ,5.644
2999,RtJC7xavgAxOITQyAlGCbQ,edDmC1Zcr5SVczbKBfiXqw,5.574
3000,S7Cl9gYqaC9jlw32yd4_Yg,sxuv5uZU15UHGT_HB1xYxQ,7.732
3001,S7Cl9gYqaC9jlw32yd4_Yg,3Wy21heeDm8h2tSZfcj6OA,6.622
3002,S7Cl9gYqaC9jlw32yd4_Yg,p2kC-cD22QAQzIGD8ZuqFA,4.389
3003,S7Cl9gYqaC9jlw32yd4_Yg,_Uyinj5wLMJ7x2cCfHO1Yg,4.322
3004,S7Cl9gYqaC9jlw32yd4_Yg,ODvaMIpjD6bHiwQ9-kmECw,4.297
3005,S7Cl9gYqaC9jlw32yd4_Yg,i9ASBmmIJS3RjN_UP-TtKw,4.036
3006,S7Cl9gYqaC9jlw32yd4_Yg,GuzbBFraIq-fbkjfvaTRvg,3.907
3007,S7Cl9gYqaC9jlw32yd4_Yg,SYHDOHRNAH-2xsw3XB5qbg,3.782
3008,S7Cl9gYqaC9jlw32yd4_Yg,1kVnChI4aqsPw9i2PVqkkw,3.775
3009,S7Cl9gYqaC9jlw32yd4_Yg,6EizP0XyqITuGZ8GZMI9Lw,3.774
3010,S8saWaZlToeNoloR2fMrAQ,4dF9bWpFOKGiFmL3tFmvbQ,14.721
3011,S8saWaZlToeNoloR2fMrAQ,QBNATcq7Stx9LxcSq16W7w,12.628
3012,S8saWaZlToeNoloR2fMrAQ,1xsBRB203LiYLcC3mktfdA,11.294
3013,S8saWaZlToeNoloR2fMrAQ,6wPNzf-HzS-TDt6CjI_LSg,10.527
3014,S8saWaZlToeNoloR2fMrAQ,eL4lyE7LNoXEMvpcJ8WNVw,10.463
3015,S8saWaZlToeNoloR2fMrAQ,iBTc6XKgW5HESEZIii-G4g,10.417
3016,S8saWaZlToeNoloR2fMrAQ,kBqyg_L_Xn9jQTCHYODbRg,10.379
3017,S8saWaZlToeNoloR2fMrAQ,-e8RwknT5szoLk9uBZjzcw,10.224
3018,S8saWaZlToeNoloR2fMrAQ,Bo-GGwQNcLVwyKeYkbfAYg,9.902
3019,S8saWaZlToeNoloR2fMrAQ,QNilrbTi8912ye2ztnBMpA,9.374
3020,SMqSdSAoLP06sWUJ2uXUow,QfXEdQpBojorGinfCnrKTA,8.952
3021,SMqSdSAoLP06sWUJ2uXUow,yPSejq3_erxo9zdVYTBnZA,5.183
3022,SMqSdSAoLP06sWUJ2uXUow,Qsoq2TGOe59LZy7z6KbQjA,3.812
3023,SMqSdSAoLP06sWUJ2uXUow,6RBZfirnzE4NahJTn1UPNA,3.617
3024,SMqSdSAoLP06sWUJ2uXUow,bXrQejeR66IwebuhxPS7GA,2.577
3025,SMqSdSAoLP06sWUJ2uXUow,SYHDOHRNAH-2xsw3XB5qbg,2.339
3026,SMqSdSAoLP06sWUJ2uXUow,6m4A_ciUZn1G302yx1YV1w,2.331
3027,SMqSdSAoLP06sWUJ2uXUow,OzGk7arJv6FPrWqaYSvyKQ,2.305
3028,SMqSdSAoLP06sWUJ2uXUow,vyOVT4bcW227LRwJGHTeSw,2.231
3029,SMqSdSAoLP06sWUJ2uXUow,T9I4G6Or3sAbyYmB7c23hw,2.229
3030,SYHDOHRNAH-2xsw3XB5qbg,U1Gc3wKN5viu_e68KJVOdQ,10.14
3031,SYHDOHRNAH-2xsw3XB5qbg,DV0BJwh9qzPqcxufrA_7ag,7.045
3032,SYHDOHRNAH-2xsw3XB5qbg,PsO9LleYQJlFc_r-DJxVzg,6.594
3033,SYHDOHRNAH-2xsw3XB5qbg,MbzgGsMQpGyVrUJXi_Jw0Q,6.591
3034,SYHDOHRNAH-2xsw3XB5qbg,34Eqv8jXgxg_EEwcsNgeeg,6.54
3035,SYHDOHRNAH-2xsw3XB5qbg,3Wy21heeDm8h2tSZfcj6OA,5.849
3036,SYHDOHRNAH-2xsw3XB5qbg,hPzPpfSjgQkpWCD7YjcY-A,5.701
3037,SYHDOHRNAH-2xsw3XB5qbg,BErYojCJSO959vzaz9JclQ,5.687
3038,SYHDOHRNAH-2xsw3XB5qbg,thlyktt2c7v1DyOpSVSibw,5.605
3039,SYHDOHRNAH-2xsw3XB5qbg,0RxU5OglQyPVtLKC1LPgsA,5.593
3040,SZU9c8V2GuREDN5KgyHFJw,3Wy21heeDm8h2tSZfcj6OA,8.844
3041,SZU9c8V2GuREDN5KgyHFJw,IZZ7J14VnJGyUqYH1tgT6w,8.336
3042,SZU9c8V2GuREDN5KgyHFJw,sk0IM8koYo1o9-k_rpkmxQ,8.204
3043,SZU9c8V2GuREDN5KgyHFJw,6EizP0XyqITuGZ8GZMI9Lw,7.954
3044,SZU9c8V2GuREDN5KgyHFJw,8Vo6LN9gqULhXzoxj5k6kQ,7.823
3045,SZU9c8V2GuREDN5KgyHFJw,DOfiulOub9hVPBCtiDl9Fw,7.635
3046,SZU9c8V2GuREDN5KgyHFJw,thlyktt2c7v1DyOpSVSibw,7.574
3047,SZU9c8V2GuREDN5KgyHFJw,eL4lyE7LNoXEMvpcJ8WNVw,7.43
3048,SZU9c8V2GuREDN5KgyHFJw,QLHgjBHBoeIUoEvIPvjHnw,7.399
3049,SZU9c8V2GuREDN5KgyHFJw,kwtKZ3fzM5jlR8Z7KIA17g,7.22
3050,Slg6Ec2D7vEBRmgVUfwkzQ,8A5LSwsKK5vXDH1M3_Tf1w,5.07
3051,Slg6Ec2D7vEBRmgVUfwkzQ,ctVn7wMvJX8f4Z9SnOnrHw,3.913
3052,Slg6Ec2D7vEBRmgVUfwkzQ,3Wy21heeDm8h2tSZfcj6OA,3.831
3053,Slg6Ec2D7vEBRmgVUfwkzQ,XXsofYxziipczzc3OFDD5Q,3.294
3054,Slg6Ec2D7vEBRmgVUfwkzQ,ERzIS-WRLw-80_B4yqcG3Q,3.092
3055,Slg6Ec2D7vEBRmgVUfwkzQ,0qu0fNTOsSmuREYVIMPuIQ,2.745
3056,Slg6Ec2D7vEBRmgVUfwkzQ,_ecVi-tVoaKHKYxNkxFj7w,2.488
3057,Slg6Ec2D7vEBRmgVUfwkzQ,OzGk7arJv6FPrWqaYSvyKQ,2.307
3058,Slg6Ec2D7vEBRmgVUfwkzQ,wMZAnrfwV-qHiV5zdTSrzw,2.276
3059,Slg6Ec2D7vEBRmgVUfwkzQ,1kVnChI4aqsPw9i2PVqkkw,2.261
3060,Slihcg1bmYvw-V_FUFghLg,KSYONgGtrK0nKXfroB-bwg,6.218
3061,Slihcg1bmYvw-V_FUFghLg,sor6oj-nuslOcSx7di4urA,5.418
3062,Slihcg1bmYvw-V_FUFghLg,k1XGvBoPAXdPoGC2W-f2aA,5.401
3063,Slihcg1bmYvw-V_FUFghLg,XI6CauzyZbKceQSUqnrB5A,4.977
3064,Slihcg1bmYvw-V_FUFghLg,omnCKxL0f_akh0eYeJxjDg,4.964
3065,Slihcg1bmYvw-V_FUFghLg,OM5beWRkxZSu1TShUC3EDw,4.952
3066,Slihcg1bmYvw-V_FUFghLg,SZU9c8V2GuREDN5KgyHFJw,4.905
3067,Slihcg1bmYvw-V_FUFghLg,3Wy21heeDm8h2tSZfcj6OA,4.848
3068,Slihcg1bmYvw-V_FUFghLg,E7RtIisUoRMcADSebBgNAA,4.796
3069,Slihcg1bmYvw-V_FUFghLg,oGDGlUbOjHxmmCh8ZYcDCg,4.67
3070,Sp4HOjXy-LYV_4yy10L3jg,3rzlcCvPUJ56jvYWl7iGvA,284.231
3071,Sp4HOjXy-LYV_4yy10L3jg,AqOSpSqdocwtIjqTECW2ng,104.899
3072,Sp4HOjXy-LYV_4yy10L3jg,OM5beWRkxZSu1TShUC3EDw,12.624
3073,Sp4HOjXy-LYV_4yy10L3jg,JiBxL733qjm8WAddu-RzDQ,11.977
3074,Sp4HOjXy-LYV_4yy10L3jg,pKSB4wXLiS8rd1cAEgD8oA,11.695
3075,Sp4HOjXy-LYV_4yy10L3jg,IZZ7J14VnJGyUqYH1tgT6w,6.414
3076,Sp4HOjXy-LYV_4yy10L3jg,q-1ICFSqs2MwDGfe5tX-SQ,6.34
3077,Sp4HOjXy-LYV_4yy10L3jg,kwtKZ3fzM5jlR8Z7KIA17g,6.326
3078,Sp4HOjXy-LYV_4yy10L3jg,sj2o49ZCq2iJlZxDNrHDaA,6.298
3079,Sp4HOjXy-LYV_4yy10L3jg,SZU9c8V2GuREDN5KgyHFJw,5.86
3080,Srt_8c1wZDcFSCsOTbJkiw,abr7RHb5adfBWscv5DyLeA,6.667
3081,Srt_8c1wZDcFSCsOTbJkiw,1xsBRB203LiYLcC3mktfdA,6.416
3082,Srt_8c1wZDcFSCsOTbJkiw,S8saWaZlToeNoloR2fMrAQ,6.371
3083,Srt_8c1wZDcFSCsOTbJkiw,bf32KWp9yvN-WT8c-QtbzA,5.758
3084,Srt_8c1wZDcFSCsOTbJkiw,6cnHwjHLcAtIuMN0C6Kpbw,5.711
3085,Srt_8c1wZDcFSCsOTbJkiw,eL4lyE7LNoXEMvpcJ8WNVw,5.703
3086,Srt_8c1wZDcFSCsOTbJkiw,v4lz71o76wWD8H15NsbZGA,5.593
3087,Srt_8c1wZDcFSCsOTbJkiw,kBqyg_L_Xn9jQTCHYODbRg,5.579
3088,Srt_8c1wZDcFSCsOTbJkiw,QBNATcq7Stx9LxcSq16W7w,5.44
3089,Srt_8c1wZDcFSCsOTbJkiw,iBTc6XKgW5HESEZIii-G4g,5.435
3090,Ss6f5v_t5Vddiaz4ZOxL0g,2l-spLLGUzRiZg8dF623Nw,15.126
3091,Ss6f5v_t5Vddiaz4ZOxL0g,pQh2GzkAnbLKiDqEpxcylQ,9.186
3092,Ss6f5v_t5Vddiaz4ZOxL0g,n_RyzuCAiR4yW2JLkl0Jng,8.786
3093,Ss6f5v_t5Vddiaz4ZOxL0g,IZZ7J14VnJGyUqYH1tgT6w,8.65
3094,Ss6f5v_t5Vddiaz4ZOxL0g,XyYsl2OyoMi6OMvzsdcVoQ,7.985
3095,Ss6f5v_t5Vddiaz4ZOxL0g,3Wy21heeDm8h2tSZfcj6OA,7.856
3096,Ss6f5v_t5Vddiaz4ZOxL0g,LtxG9DTXCFpteVkD4SGBlw,7.752
3097,Ss6f5v_t5Vddiaz4ZOxL0g,r926yelr_EJAKQCjdD6AWA,7.722
3098,Ss6f5v_t5Vddiaz4ZOxL0g,dutm97q2F4a6RV6YQ0uLHw,7.524
3099,Ss6f5v_t5Vddiaz4ZOxL0g,3tvi-OJ_-iK1ecjzSaH-oA,7.436
3100,SsHMgOW3TT48Z7jeV5beqQ,P_QAD4_iMgqTaWd5On_n3g,11.829
3101,SsHMgOW3TT48Z7jeV5beqQ,-NXRuUsazxXZZ_OHwmtYtw,8.74
3102,SsHMgOW3TT48Z7jeV5beqQ,tf6S06LD09IFDHUpOPqPaw,2.716
3103,SsHMgOW3TT48Z7jeV5beqQ,6HTGlttrzCMsuGBHO1ZGiw,2.545
3104,SsHMgOW3TT48Z7jeV5beqQ,eBxc95u_Gcs9bLST0UntOQ,2.491
3105,SsHMgOW3TT48Z7jeV5beqQ,OzGk7arJv6FPrWqaYSvyKQ,2.314
3106,SsHMgOW3TT48Z7jeV5beqQ,wMZAnrfwV-qHiV5zdTSrzw,2.309
3107,SsHMgOW3TT48Z7jeV5beqQ,fApb6LKfOdy5u7MP0hsHKg,2.299
3108,SsHMgOW3TT48Z7jeV5beqQ,q36uZc2hQml10YGHazJaoQ,2.295
3109,SsHMgOW3TT48Z7jeV5beqQ,4FdsX3MbkcdBRAr1aymF6A,2.126
3110,T2otvNcawDSkhykOG2tOLA,7IdIGemGZodDAA_9mJCigA,6.266
3111,T2otvNcawDSkhykOG2tOLA,NIQWO-Q_F598XlAvZnFVCA,5.545
3112,T2otvNcawDSkhykOG2tOLA,QFh-h_OZ5Io-mBk32HN28A,5.454
3113,T2otvNcawDSkhykOG2tOLA,y4x_wAQvUxvTR8iV-JP4Jg,5.399
3114,T2otvNcawDSkhykOG2tOLA,kbWKwvLXfJm5sLVfw-Foww,5.303
3115,T2otvNcawDSkhykOG2tOLA,vZG0BDPGDJxMGiXcGoVU6w,5.255
3116,T2otvNcawDSkhykOG2tOLA,EzhRlsTdACV60rOgrGYyqA,4.786
3117,T2otvNcawDSkhykOG2tOLA,EZc2myE2mYk2h9JK9qu8gw,4.755
3118,T2otvNcawDSkhykOG2tOLA,-FM4CxOg4XXmX_Ebky_SiQ,4.63
3119,T2otvNcawDSkhykOG2tOLA,vhWlxyLEWAbNOMtQ42yzFg,4.57
3120,T97hE3STgTgpwda75h6p1w,13UbOVDFdxloxaient5XWA,8.497
3121,T97hE3STgTgpwda75h6p1w,q2Ao2HQyhvcT9UG-5-ZGYg,8.482
3122,T97hE3STgTgpwda75h6p1w,NDwoKO79_T49UEKVDlHd3A,7.679
3123,T97hE3STgTgpwda75h6p1w,XbKXYLjC50m1_OFESDYLWA,7.533
3124,T97hE3STgTgpwda75h6p1w,QNilrbTi8912ye2ztnBMpA,7.495
3125,T97hE3STgTgpwda75h6p1w,fO89arPgWzq_1YYQYLS4Yw,7.159
3126,T97hE3STgTgpwda75h6p1w,geKBfuHkJFpQttIFfPHrmg,7.131
3127,T97hE3STgTgpwda75h6p1w,DZdGvf67WEG8ZDRM2fLt1w,7.123
3128,T97hE3STgTgpwda75h6p1w,gaNQrd95h2-4TZaUDPTAIQ,7.085
3129,T97hE3STgTgpwda75h6p1w,sZHLbLnw1vwHF1xDzuV1iw,6.63
3130,T9I4G6Or3sAbyYmB7c23hw,Aj44kUBmEfJlUsGCvKJKtw,7.621
3131,T9I4G6Or3sAbyYmB7c23hw,bXrQejeR66IwebuhxPS7GA,7.557
3132,T9I4G6Or3sAbyYmB7c23hw,425FOxIzHPcOB0niWc6-1w,7.091
3133,T9I4G6Or3sAbyYmB7c23hw,5Z3uvoIoOFUzTmrBmIJv2g,6.753
3134,T9I4G6Or3sAbyYmB7c23hw,6HTGlttrzCMsuGBHO1ZGiw,6.292
3135,T9I4G6Or3sAbyYmB7c23hw,wJiaLWAxfqDeFsmE2cI8tg,6.13
3136,T9I4G6Or3sAbyYmB7c23hw,mAqgsZBTN-wsShMpkz2o9g,5.996
3137,T9I4G6Or3sAbyYmB7c23hw,ghLjxj4HoSHdflBEz2lIqA,5.959
3138,T9I4G6Or3sAbyYmB7c23hw,_Uyinj5wLMJ7x2cCfHO1Yg,5.837
