address,take_out,business_id,categories,latitude,longitude,name,review_count,stars,star_count,dates
50 Los Patos Way,True,TzNk1TcWLZn0JCpO83hBAA,"{'French', 'American (Traditional)', 'Restaurants', 'American (New)'}",34.4225035,-119.6580896,Stella Mare's,477,4.5,"[28, 21, 34, 109, 303]","['2021-11-29 19:30:33', '2021-05-11 17:27:46', '2021-09-12 02:11:42', '2021-12-16 23:18:54', '2021-12-22 21:27:40']"
730 N Milpas St,True,U1Gc3wKN5viu_e68KJVOdQ,"{'Vegetarian', 'Chicken Shop', 'Sandwiches', 'Nightlife', 'Chicken Wings', 'Salad', 'Restaurants'}",34.4291091,-119.6887154,Wingman Rodeo - Milpas Street,147,4.0,"[7, 17, 21, 28, 82]","['2021-11-11 03:33:31', '2021-09-09 14:31:11', '2021-09-27 23:21:14', '2022-01-07 04:41:29', '2021-12-31 02:11:47']"
1225 State St,True,U2hkeMI-q4cS35QolJYN0A,"{'Sushi Bars', 'Japanese', 'Asian Fusion', 'Restaurants'}",34.4238502,-119.7054774,Arigato Sushi,980,4.0,"[44, 60, 106, 245, 538]","['2021-12-04 16:57:05', '2021-11-15 05:00:37', '2021-04-17 16:01:11', '2021-12-07 18:19:04', '2022-01-16 07:04:47']"
119 Harbor Way,True,U3grYFIeu6RgAAQgdriHww,"{'Fish & Chips', 'Seafood', 'Nightlife', 'Cocktail Bars', 'Bars', 'Restaurants'}",34.4037593,-119.6939922,Brophy Bros - Santa Barbara,2940,4.0,"[138, 175, 402, 933, 1355]","['2022-01-16 22:13:42', '2022-01-11 04:54:16', '2022-01-11 02:47:35', '2022-01-14 23:26:17', '2022-01-17 20:14:55']"
1070 Coast Village Rd,False,UA3HxLprLSOO9J6l1iR2Cg,"{'Vegetarian', 'Seafood', 'Dim Sum', 'Nightlife', 'Chinese', 'Wine Bars', 'Bars', 'Restaurants'}",34.4218178,-119.6494861,China Palace,205,3.5,"[33, 20, 25, 45, 84]","['2022-01-04 21:13:48', '2022-01-01 04:08:34', '2021-12-15 09:14:13', '2021-12-27 23:02:57', '2022-01-09 00:56:42']"
414 E Haley St,True,UBK6zb5-XUETfVzYkRTj1Q,"{'Speakeasies', 'Nightlife', 'Cocktail Bars', 'Tapas Bars', 'Bars', 'Restaurants'}",34.4213378,-119.6903648,Lab Social,40,4.5,"[2, 0, 2, 8, 28]","['2020-01-20 06:03:01', 0, '2020-02-15 19:37:13', '2021-03-13 06:48:15', '2021-12-22 20:25:55']"
28 W Figueroa St,True,UCf1qieF9Lss61Te-Qnacg,"{'Sushi Bars', 'Restaurants'}",34.4218719,-119.7043007,Sushi Cafe,10,3.0,"[3, 1, 2, 2, 2]","['2017-04-26 20:47:58', '2016-08-01 22:28:08', '2016-07-19 21:13:07', '2016-05-12 21:52:20', '2017-02-02 19:27:59']"
336 N Milpas St,False,UDZxN93l5_ggUFeF0EEcYg,"{'Pharmacy', 'Cosmetics & Beauty Supply', 'Convenience Stores', 'Drugstores', 'Shopping', 'Food', 'Beauty & Spas', 'Health & Medical'}",34.4254,-119.6836,CVS Pharmacy,7,3.0,"[3, 1, 0, 2, 2]","['2020-06-26 19:49:28', '2018-04-26 07:31:20', 0, '2021-05-22 18:41:40', '2018-10-24 20:30:57']"
"1213 State St, Ste L",False,UFpCraqzFBAhtZqmxmiWsA,"{'Fashion', ""Women's Clothing"", 'Pet Stores', 'Pet Sitting', 'Arts & Entertainment', 'Cafes', 'Shopping', 'Coffee & Tea', 'Food', 'Accessories', 'Pet Services', 'Themed Cafes', 'Pet Adoption', 'Pets', 'Restaurants'}",34.4233018995,-119.7054707479,Cat Therapy,116,4.5,"[6, 2, 6, 7, 98]","['2020-08-06 21:08:38', '2018-10-11 03:39:23', '2021-01-09 00:05:20', '2019-11-05 09:12:39', '2022-01-18 19:21:09']"
18 E Cota St,False,UQZe-qWOpGiyEPsTUko5Rg,"{'Vegan', 'Restaurants'}",34.4182166,-119.6961201,Rascal's Vegan Food,25,4.5,"[0, 0, 2, 4, 19]","[0, 0, '2021-10-10 06:47:27', '2022-01-19 05:44:49', '2021-10-22 02:32:53']"
12 W Figueroa St,True,UjgqSqa4Biy34pHSEdwj_g,"{'Italian', 'Pizza', 'Sandwiches', 'Salad', 'Restaurants'}",34.4221006,-119.7037011,Gino's Sicilian Express,253,4.0,"[21, 19, 28, 55, 141]","['2021-07-01 00:24:43', '2021-11-28 08:46:16', '2021-12-23 01:59:25', '2021-12-26 01:06:59', '2021-12-18 20:11:38']"
801 Shoreline Dr,True,Un-UDVOuv1co3TMmGaumxA,"{'Burgers', 'Tacos', 'Cafes', 'Seafood', 'Mexican', 'American (Traditional)', 'Restaurants'}",34.4026017,-119.697943,Shoreline Beach Cafe,534,4.0,"[60, 46, 68, 163, 208]","['2021-09-02 02:27:34', '2021-10-20 19:32:02', '2021-09-22 21:55:21', '2022-01-09 00:26:18', '2022-01-03 02:23:19']"
1315 Anacapa St,True,UuRZpgZsHX7PyykHV3wbZg,"{'Breakfast & Brunch', 'Desserts', 'Cafes', 'Coffee & Tea', 'Food', 'Bakeries', 'Restaurants'}",34.4257198484,-119.7052413177,Crushcakes & Cafe,761,4.0,"[70, 67, 107, 255, 303]","['2021-11-28 04:38:55', '2022-01-06 21:36:56', '2021-10-04 04:25:57', '2022-01-04 01:16:00', '2021-11-28 22:16:09']"
217 Starnms Wharf,False,V2cQOeZwPBmjpln6_p1Ygw,"{'Landmarks & Historical Buildings', 'Tours', 'Shopping', 'Seafood', 'Shopping Centers', 'Public Services & Government', 'Boat Tours', 'Local Flavor', 'Hotels & Travel', 'Restaurants'}",34.4100137734,-119.6855497819,Stearns Wharf,297,4.0,"[3, 27, 62, 111, 96]","['2015-06-25 07:44:26', '2021-11-25 05:24:06', '2022-01-07 17:21:18', '2022-01-16 07:16:37', '2022-01-11 00:04:03']"
3315 State St,True,VAIOtbsxdNmuhUKkQZFRlA,"{'Breakfast & Brunch', 'Cafes', 'Sandwiches', 'Food', 'French', 'Bakeries', 'Restaurants'}",34.4394292,-119.7358901,Renaud's Patisserie & Bistro,524,4.5,"[20, 29, 48, 136, 306]","['2021-07-18 01:54:12', '2021-12-31 03:15:43', '2021-12-12 01:02:52', '2021-12-04 04:43:43', '2022-01-18 18:26:49']"
32 Anacapa St,False,VC4jqq8Hu1_RjBFt8nHD2Q,"{'Food', 'Desserts', 'Restaurants'}",34.4142112,-119.6887567,Sugar Cat Studio,19,5.0,"[0, 0, 0, 1, 18]","[0, 0, 0, '2012-09-26 18:13:04', '2017-11-09 16:48:54']"
1014 Coast Village Rd,True,VOcGcN0bvGU_nzxbJgR5jQ,"{'Italian', 'Pizza', 'Restaurants'}",34.4225616,-119.6517163,Bettina,311,4.5,"[22, 18, 20, 38, 229]","['2022-01-14 02:46:25', '2021-12-24 00:36:19', '2021-12-29 21:47:57', '2021-12-18 10:35:16', '2022-01-10 20:40:01']"
5110 Hollister Ave,True,VOhZZ_8YhJ1mw8zmuw4k-w,"{'Beer', 'Food', 'Wine & Spirits'}",34.4352748,-119.8027861,Magnolia Liquors,7,2.5,"[4, 0, 0, 0, 3]","['2020-04-05 20:09:37', 0, 0, 0, '2015-10-05 01:19:40']"
3891 State St,False,VUeRlNoPfxywzNxWHU2Tig,"{'Fashion', 'Electronics', 'Shopping', 'Food', 'Grocery', 'Furniture Stores', 'Home & Garden', 'Department Stores'}",34.440028,-119.750853,Target,50,3.0,"[15, 6, 7, 10, 12]","['2021-10-10 18:20:26', '2021-11-19 17:09:29', '2019-08-24 22:51:12', '2021-04-13 02:13:55', '2021-06-17 05:56:07']"
"3967 State St Space 4, Space 4",True,VciWUuWgNshjkRDPHiFCoQ,"{'Fast Food', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants'}",34.438709273,-119.7518459083,Subway,8,3.5,"[1, 1, 2, 1, 3]","['2016-03-31 19:45:20', '2015-05-03 20:19:36', '2020-11-02 05:34:38', '2014-03-11 06:51:09', '2020-04-21 23:17:40']"
321 Motor Way,True,VgAKmXE8B7J0I_O_R13UKQ,"{'Coffee Roasteries', 'Breakfast & Brunch', 'Coffee & Tea', 'Food', 'Bakeries', 'Restaurants'}",34.41507,-119.6944335,Santa Barbara Roasting Company,511,4.0,"[36, 42, 60, 141, 243]","['2022-01-18 13:14:52', '2021-08-07 14:59:57', '2021-11-25 18:36:54', '2021-10-14 03:22:31', '2021-12-29 18:52:22']"
116 E Yanonali St,False,VguQ-YnKapMYMrfaKljWBg,"{'Wine Tasting Room', 'Beer', 'Arts & Entertainment', 'Food', 'Wine & Spirits', 'Wineries'}",34.4152803,-119.6899095,The Valley Project,75,4.0,"[9, 2, 4, 17, 44]","['2021-10-09 22:15:06', '2018-01-29 05:10:38', '2020-11-20 04:10:16', '2021-04-14 18:58:29', '2022-01-17 00:35:58']"
1976 Cliff Dr,False,VrQUskWkEnvKyyz_OkJZEg,"{'Convenience Stores', 'Food', 'Drugstores', 'Shopping'}",34.402366,-119.72309,Rite Aid,18,3.0,"[6, 3, 2, 2, 6]","['2021-11-19 21:08:53', '2021-11-19 04:21:00', '2018-01-08 23:09:23', '2018-09-11 01:20:22', '2020-11-17 05:55:36']"
634 State St,True,Vt5gk5h5VlHXLu-cVKzOXw,"{'Music Venues', 'Breweries', 'Arts & Entertainment', 'Food', 'Nightlife', 'American (New)', 'Brewpubs', 'Restaurants'}",34.4187305,-119.6976933,M. Special Brewing Company,24,3.5,"[7, 0, 0, 4, 13]","['2021-09-11 07:20:00', 0, 0, '2021-09-17 20:28:18', '2022-01-16 21:09:13']"
2000 De La Vina St,True,W7gSJz80DywKnPRIGjA2Bw,"{'American (Traditional)', 'Restaurants'}",34.428957,-119.7169716,Derf's Cafe,126,3.5,"[31, 16, 11, 26, 46]","['2021-11-25 20:42:33', '2018-10-28 15:54:13', '2021-11-14 01:48:33', '2021-08-04 19:11:36', '2022-01-11 23:16:25']"
2704 De La Vina St,True,W7zCBDLFv13fDzRXJefrrA,"{'Mexican', 'Restaurants'}",34.43585,-119.725304,Mayo's Carniceria & Tacos,34,3.5,"[8, 1, 3, 9, 14]","['2021-01-24 06:15:13', '2014-05-15 03:34:42', '2015-07-19 21:06:11', '2020-10-09 06:26:27', '2020-06-22 05:05:26']"
3301 State St,False,WC53Z0z4g1wauYe3xnhSGQ,"{'Nurseries & Gardening', 'Specialty Food', 'Herbs & Spices', 'Shopping', 'Food', 'Home & Garden'}",34.4400189,-119.7347994,7 Day Nursery,30,4.0,"[5, 2, 2, 6, 15]","['2020-09-04 22:34:46', '2020-03-01 22:57:48', '2021-05-12 00:02:56', '2020-11-05 07:51:22', '2021-08-29 23:57:11']"
115 E Haley St,False,WIH1ptTMD7aII_qfeVeaRg,"{'Mexican', 'Restaurants'}",34.418455,-119.69399,El Rincon Alteno,13,4.5,"[0, 1, 0, 2, 10]","[0, '2019-06-19 15:41:10', 0, '2016-11-22 07:27:46', '2021-08-18 17:29:38']"
532 State St,True,WUGRmrfSzQCyeG6mYAM-vw,"{'Tacos', 'Mexican', 'Latin American', 'Restaurants'}",34.417615806,-119.6963456931,Yona Redz,125,4.5,"[11, 5, 6, 16, 88]","['2022-01-04 17:50:55', '2021-10-01 21:19:15', '2021-09-25 18:48:30', '2021-12-19 04:39:14', '2022-01-14 02:54:06']"
134 E Canon Perdido St,True,WVNkMz4sEl35swjVtKHOFw,"{'Cafes', 'Food', 'Bakeries', 'Patisserie/Cake Shop', 'Restaurants'}",34.4224228151,-119.6983611,Alessia Patisserie & Cafe ,112,4.5,"[1, 2, 3, 15, 94]","['2021-11-14 22:32:02', '2022-01-15 03:26:21', '2022-01-19 14:39:33', '2022-01-09 00:52:12', '2022-01-19 18:49:07']"
"21 N Milpas St, Ste E",True,WVuSLF5tLVqMGMmj5pn7mw,"{'Ice Cream & Frozen Yogurt', 'Food', 'Desserts', 'Juice Bars & Smoothies'}",34.421822,-119.679749,La Michoacana Premier,30,4.0,"[5, 2, 0, 5, 18]","['2020-05-22 23:11:09', '2019-11-12 07:06:41', 0, '2020-03-30 02:51:14', '2021-06-03 18:25:01']"
833 N Milpas St,True,WWVw3g_n2ik8yp1Xlh3qEQ,"{'Beer', 'Wine & Spirits', 'Food'}",34.4295904,-119.6902331,Mi Fiesta Liquor,6,3.5,"[2, 0, 0, 0, 4]","['2021-01-27 03:25:32', 0, 0, 0, '2019-01-01 20:43:47']"
1929 Cliff Dr,False,WWoUVlbCdnNT_CQG3S0ZdQ,"{'Beer', 'Convenience Stores', 'Car Wash', 'Food', 'Automotive', 'Wine & Spirits', 'Gas Stations', 'Auto Repair'}",34.4015682,-119.7234423,The Point Market at Mesa Fuel Depot,28,3.0,"[10, 4, 2, 2, 10]","['2020-11-09 03:55:31', '2021-06-21 19:27:21', '2019-07-04 17:31:36', '2019-11-03 16:59:22', '2021-05-28 17:16:58']"
201 W Mission St,True,WhTRPUduXy3mRBYlmSmsKw,"{'Ice Cream & Frozen Yogurt', 'Food', 'Desserts'}",34.4283168,-119.7167114,Mission Street Ice Cream and Yogurt - Featuring McConnell's Fine,863,4.5,"[34, 27, 61, 187, 572]","['2021-10-30 02:51:38', '2021-10-03 21:30:38', '2021-08-21 22:01:22', '2021-12-10 05:33:54', '2022-01-16 19:21:48']"
,False,WkrFxB-p5u8gI0bbbfIUuQ,"{'Farmers Market', 'CSA', 'Specialty Food', 'Food Delivery Services', 'Food', 'Fruits & Veggies'}",34.420334,-119.7107494,HelloHarvest,7,5.0,"[0, 0, 0, 0, 7]","[0, 0, 0, 0, '2017-04-29 02:31:35']"
607 State St,True,WrU1ZYN4jlYcL5mvJrQsCQ,"{'Mediterranean', 'Breweries', 'Food', 'Nightlife', 'Beer Gardens', 'Restaurants'}",34.4179179487,-119.6971540715,Night Lizard Brewing Company,133,4.5,"[3, 2, 3, 16, 112]","['2021-06-17 03:33:54', '2019-10-25 02:50:51', '2021-10-26 18:17:30', '2021-12-01 18:06:20', '2022-01-16 22:31:18']"
410 Salinas St,False,WxAIpTgD1tK_DgzwQ3Dgww,"{'Convenience Stores', 'Food', 'Grocery', 'Restaurants'}",34.4227267,-119.667963,Mi Fiesta Market Deli,8,2.0,"[4, 3, 1, 1, 0]","['2021-08-14 06:04:13', '2014-07-31 01:41:11', '2011-01-03 05:57:57', '2012-04-10 11:38:49', 0]"
3020 State St,True,XHxAIQR-QAz6j1RMaz_J1A,"{'Salad', 'Pizza', 'Sandwiches', 'Restaurants'}",34.4405277,-119.7290589,Giovanni's of Santa Barbara,131,3.5,"[29, 18, 11, 27, 51]","['2021-07-16 17:04:24', '2021-10-23 03:24:15', '2020-01-01 18:11:34', '2021-11-27 23:50:25', '2021-12-05 02:11:56']"
210 State St,False,XI6CauzyZbKceQSUqnrB5A,"{'Food', 'Wine Tasting Room', 'Arts & Entertainment', 'Wineries'}",34.4146045,-119.6915289,Paradise Springs Winery,67,4.5,"[6, 0, 5, 6, 50]","['2022-01-17 22:29:23', 0, '2021-09-08 03:07:38', '2021-11-13 17:56:23', '2022-01-16 00:37:37']"
4749 Calle Real,True,XSL9RuLwRTyhNUwUo7WAPw,"{'Coffee & Tea', 'Food'}",34.443573,-119.78884,Starbucks,18,2.0,"[11, 2, 1, 1, 3]","['2021-12-28 01:51:12', '2020-01-10 16:14:32', '2020-11-23 20:13:25', '2021-02-15 19:03:06', '2022-01-11 04:16:16']"
8301 Hollister Ave,True,XXsofYxziipczzc3OFDD5Q,"{'Cafes', 'Coffee & Tea', 'Food', 'Juice Bars & Smoothies', 'Bakeries', 'Restaurants'}",34.4335126,-119.9206407,Caffè,8,3.0,"[3, 0, 1, 2, 2]","['2020-07-30 14:59:57', 0, '2020-12-28 17:01:57', '2021-12-29 16:43:38', '2020-07-26 03:49:54']"
1 Garden St,False,XaClpgO7KFKZSuqBzXDcwA,"{'Breweries', 'Food Tours', 'Bus Tours', 'Tours', 'Food', 'Wine Tours', 'Beer Tours', 'Hotels & Travel'}",34.4143027,-119.6871819,Santa Barbara Brewery Tours,6,2.5,"[3, 1, 0, 0, 2]","['2020-09-17 17:21:51', '2016-09-07 15:45:34', 0, 0, '2020-06-08 10:29:15']"
500 Anacapa St,False,XbKXYLjC50m1_OFESDYLWA,"{'Party Bus Rentals', 'Limos', 'Transportation', 'Beer', 'Arts & Entertainment', 'Tours', 'Food', 'Taxis', 'Wine Tours', 'Event Planning & Services', 'Wine & Spirits', 'Hotels & Travel', 'Wineries'}",34.418164,-119.694435,Santa Barbara Wine Shuttle,6,5.0,"[0, 0, 0, 1, 5]","[0, 0, 0, '2019-04-28 21:24:55', '2019-01-25 00:37:36']"
113 W De La Guerra St,True,XgehM3pBZWuXi45J2dqRJQ,"{'Vegetarian', 'Cafes', 'Acai Bowls', 'Coffee & Tea', 'Food', 'Gluten-Free', 'Juice Bars & Smoothies', 'Vegan', 'Bakeries', 'Restaurants'}",34.4178719,-119.7007018,Green Table,319,4.5,"[18, 18, 29, 50, 219]","['2020-10-26 21:13:09', '2021-09-15 21:01:37', '2021-09-21 18:13:07', '2021-09-01 20:00:10', '2022-01-19 05:49:19']"
"137 Anacapa St, Ste D",False,XkmJfBmH-G7eLiq8vJnJRQ,"{'Distilleries', 'Beer', 'Food', 'Wine & Spirits', 'Local Flavor'}",34.4147649626,-119.6906670928,Cutler's Artisan Spirits,50,4.5,"[3, 1, 4, 9, 33]","['2019-10-12 00:30:39', '2017-08-13 03:51:45', '2019-11-05 19:59:15', '2021-12-02 21:00:53', '2021-12-07 02:35:40']"
11 W De La Guerra St,True,XkveGZ8pr9TL5bZCqmzuhA,"{'Cafes', 'Coffee & Tea', 'Food', 'Ice Cream & Frozen Yogurt', 'Restaurants'}",34.4191062,-119.6995489,Hustle & Grind Coffee Company,50,4.5,"[3, 3, 2, 8, 34]","['2021-09-21 05:31:30', '2021-07-21 16:15:03', '2021-06-06 22:45:22', '2021-08-12 23:17:04', '2022-01-17 05:52:28']"
1200 Coast Village Rd,False,XscTpOBks1vDNUIwVsZAlA,"{'Beer', 'Wine & Spirits', 'Food'}",34.4213456,-119.6444155,Bottle Shop,31,4.0,"[4, 2, 0, 10, 16]","['2019-09-04 22:53:02', '2020-11-14 19:56:31', 0, '2017-10-10 19:57:40', '2021-12-22 05:33:32']"
507 State St,True,Xw_5QkLTyIEg6Hs-kXGNbg,"{'Thai', 'Soup', 'Noodles', 'Restaurants'}",34.4167811,-119.6961093,Galanga Thai Restaurant,297,3.5,"[47, 32, 37, 76, 112]","['2022-01-09 04:46:18', '2021-09-16 06:12:19', '2021-12-28 20:53:27', '2022-01-02 20:55:15', '2022-01-16 03:25:35']"
819 State St,True,XwnkfMUiyH-OsJXbmbOK5g,"{'Asian Fusion', 'Sushi Bars', 'Seafood', 'Japanese', 'Restaurants'}",34.4197266057,-119.7002778024,Sushi Tyme,155,3.5,"[31, 18, 20, 41, 52]","['2021-02-21 05:01:57', '2021-01-08 04:16:50', '2021-01-30 23:40:31', '2021-02-18 03:33:02', '2022-01-04 19:36:12']"
1112 State St,True,XyYsl2OyoMi6OMvzsdcVoQ,"{'Italian', 'Sandwiches', 'Pizza', 'Salad', 'Restaurants'}",34.422807,-119.703594,MIZZA,380,4.0,"[27, 29, 36, 65, 233]","['2021-11-29 20:36:04', '2021-12-01 20:02:01', '2021-09-09 02:39:23', '2021-12-04 22:15:23', '2021-12-30 23:46:31']"
2720 De La Vina St,False,Y0izXh4Dv1_YU68tn43Xiw,"{'Coffee Roasteries', 'Coffee & Tea', 'Food', 'Nightlife', 'Wine Bars', 'Bakeries', 'Bars'}",34.4364214,-119.7255464,Handlebar Coffee Roasters,221,4.5,"[10, 5, 15, 38, 156]","['2021-01-13 20:43:02', '2021-08-07 19:48:28', '2021-05-15 04:57:13', '2021-12-24 05:24:24', '2021-12-24 15:31:44']"
29 E Cabrillo Blvd,True,Y57sylYCgq2VQJuBCnjPfA,"{'Asian Fusion', 'Sushi Bars', 'Tapas/Small Plates', 'Nightlife', 'Cocktail Bars', 'Japanese', 'Bars', 'Restaurants'}",34.413204,-119.688437,Oku,429,4.0,"[33, 27, 38, 70, 266]","['2021-11-25 18:10:04', '2021-11-28 03:56:34', '2021-11-14 04:01:28', '2022-01-12 05:18:45', '2022-01-17 20:57:51']"
308 S Walnut Ln,True,Y6WDt1LiVZNNDCN8dR_bZg,"{'Fruits & Veggies', 'Food', 'Specialty Food'}",34.4341691,-119.8020276,Lane Farms Produce Stand & Patch,41,4.0,"[7, 4, 2, 5, 23]","['2018-12-05 02:13:09', '2018-10-31 00:57:16', '2017-10-08 03:18:53', '2020-12-05 01:22:14', '2021-11-22 22:05:24']"
514 E Haley St,False,YGgGefpPTFhgthvQvMAGoQ,"{'Desserts', 'Seafood', 'Food', 'Mexican', 'Restaurants'}",34.4224118,-119.6893092,Lito's Take  Out,286,4.0,"[14, 13, 30, 75, 160]","['2020-05-05 19:09:42', '2021-08-30 15:31:01', '2022-01-19 16:53:51', '2021-12-07 17:01:30', '2021-12-12 00:34:08']"
721 Chapala St,True,YXaCcpETNtxrNNK6TbUTlw,"{'Vegetarian', 'Sushi Bars', 'Japanese', 'Ramen', 'Restaurants'}",34.4180326753,-119.6999645625,Sachi Ramen And Robata Bar,324,4.0,"[33, 20, 34, 53, 193]","['2021-10-23 21:25:57', '2021-11-05 16:41:52', '2022-01-01 00:58:28', '2021-11-19 22:10:46', '2022-01-13 01:29:40']"
53 S Milpas St,True,YgbIbmfDlB-bZSsjuIfKwA,"{'Breakfast & Brunch', 'Coffee & Tea', 'Food', 'Bagels', 'Restaurants'}",34.421271,-119.677216,Jack's Bistro and Famous Bagels,219,3.5,"[33, 24, 25, 44, 98]","['2021-12-07 17:25:17', '2021-03-28 21:13:32', '2021-08-15 15:57:40', '2021-10-26 00:32:34', '2022-01-09 20:19:43']"
600 State St,False,YnC3GioeL6aVCFD3ut2hYw,"{'Farmers Market', 'Food'}",34.4180054,-119.6966838,Tuesday Farmer's Market,11,4.5,"[0, 0, 2, 3, 6]","[0, 0, '2018-02-23 01:45:55', '2017-10-20 02:44:37', '2020-09-30 00:20:57']"
25 W Gutierrez St,False,YrNtBUOUOYwmRZ_UVwH8iQ,"{'Food', 'Bakeries', 'Breakfast & Brunch', 'Restaurants'}",34.4151276955,-119.6948346064,D'Angelo's Bakery,433,3.5,"[39, 54, 66, 127, 154]","['2021-12-30 00:29:08', '2021-07-01 20:46:18', '2021-07-12 01:00:21', '2021-11-14 16:09:54', '2022-01-17 21:37:46']"
4447 Hollister Ave,True,Z0mBsgDzDnFAEC5o4X6G9g,"{'Tabletop Games', 'Breakfast & Brunch', 'Sandwiches', 'Shopping', 'Coffee & Tea', 'Food', 'Bakeries', 'Restaurants'}",34.4394311,-119.7719422,Java Station,196,3.5,"[30, 13, 32, 55, 78]","['2019-11-02 00:59:30', '2018-07-23 18:10:13', '2021-12-09 15:49:32', '2022-01-11 16:04:02', '2022-01-11 21:14:38']"
1131 State St,True,Z4wmhciKWboy1FJKeqcw5w,"{'Breweries', 'Food'}",34.422925,-119.704424,Draughtsmen Aleworks Taproom at Mosaic Locale,15,4.5,"[2, 0, 0, 3, 10]","['2021-11-09 19:52:39', 0, 0, '2020-10-22 23:37:07', '2021-08-02 20:03:43']"
"205 Paseo Nuevo, Paseo Nuevo Mall",False,ZJrGrghbNx4WTPb5cL2GFw,"{'Candy Stores', 'Gift Shops', 'Specialty Food', 'Shopping', 'Food', 'Chocolatiers & Shops', 'Flowers & Gifts'}",34.419215,-119.700334,See's Candies,11,3.0,"[3, 1, 2, 1, 4]","['2021-06-05 23:42:13', '2015-07-08 03:18:33', '2018-12-07 18:00:39', '2017-09-23 02:27:55', '2021-06-21 02:33:29']"
3500 McCaw Ave,True,ZRy4atrG3YHdb__qtE0FsA,"{'Breakfast & Brunch', 'Caterers', 'Cafes', 'Sandwiches', 'Event Planning & Services', 'American (New)', 'American (Traditional)', 'Restaurants'}",34.4361785995,-119.7383820172,Mulligan's Cafe & Bar,71,3.5,"[15, 3, 3, 21, 31]","['2022-01-02 01:33:28', '2021-12-21 20:31:31', '2022-01-04 23:13:25', '2021-07-08 05:05:06', '2021-12-04 16:55:42']"
217 N Milpas St,True,ZYqNIWch6Ik9wLZCa1hxkw,"{'Mexican', 'Restaurants'}",34.42387,-119.68222,Tacos Pipeye,171,4.5,"[5, 5, 7, 25, 133]","['2021-09-18 21:26:56', '2022-01-04 05:13:46', '2021-07-04 03:42:26', '2021-07-25 23:30:23', '2021-11-28 19:29:10']"
"315 Meigs Rd, Ste K",True,ZrxlfdFU_qpnIHI2DmoRxA,"{'Italian', 'Pizza', 'Sandwiches', 'Gluten-Free', 'Vegan', 'Restaurants'}",34.4005756,-119.7227184,Mesa Pizza,176,4.0,"[18, 8, 12, 27, 115]","['2021-01-03 19:01:41', '2021-08-24 22:54:33', '2021-05-25 01:50:10', '2021-10-27 02:02:31', '2021-12-09 17:33:39']"
3611 State St,True,ZyplC1MYtyPS3dxuBTLziA,"{'Ice Cream & Frozen Yogurt', 'Food'}",34.4400656,-119.74073,Baskin Robbins,29,3.0,"[12, 3, 4, 6, 6]","['2020-08-15 04:43:23', '2020-02-22 06:50:23', '2018-10-29 16:25:13', '2019-03-29 03:08:47', '2021-08-10 02:22:36']"
3430 State St,True,_TEWOkqBWDtNigjujuPQfw,"{'Coffee & Tea', 'Food', 'Grocery', 'Convenience Stores'}",34.440822,-119.7374914,7-Eleven,11,2.5,"[4, 1, 2, 2, 2]","['2021-06-04 17:00:14', '2015-01-03 04:21:08', '2014-10-07 09:55:28', '2019-05-28 00:49:11', '2014-09-19 22:07:22']"
3855 State St,False,_Uyinj5wLMJ7x2cCfHO1Yg,"{'Delis', 'Beer', 'Specialty Food', 'Food', 'Grocery', 'Wine & Spirits', 'Restaurants'}",34.4381445,-119.7494594,Bristol Farms - Santa Barbara,62,3.5,"[11, 5, 5, 9, 34]","['2021-11-17 03:18:45', '2022-01-03 01:13:22', '2021-12-25 19:04:28', '2021-11-19 15:35:57', '2022-01-19 02:37:16']"
149 S Turnpike Rd,True,_ecVi-tVoaKHKYxNkxFj7w,"{'Hot Dogs', 'Restaurants'}",34.4377701,-119.789718,Dave's Dogs Grill,365,4.5,"[16, 14, 13, 48, 288]","['2021-12-10 23:01:09', '2021-08-07 00:56:02', '2021-12-21 18:13:06', '2022-01-05 06:17:54', '2022-01-07 20:49:54']"
35 S Milpas St,False,_o3AtnA941ClNRa8Rx7c-A,"{'Convenience Stores', 'Food', 'Drugstores', 'Shopping'}",34.421468,-119.677352,Rite Aid,31,1.5,"[23, 3, 0, 3, 2]","['2021-10-05 05:13:43', '2018-08-04 02:21:35', 0, '2020-01-08 19:01:32', '2021-07-02 13:22:34']"
3007 De La Vina St,True,a9K3jxNUUe6jr1uh8FsakQ,"{'Breakfast & Brunch', 'Cafes', 'Restaurants'}",34.4386928,-119.7285101,The Patio Cafe Santa Barbara,65,3.0,"[23, 6, 2, 9, 26]","['2021-05-19 15:17:43', '2020-10-30 20:53:04', '2020-10-30 21:27:57', '2021-05-30 21:15:10', '2021-06-08 19:18:25']"
900 San Ysidro Ln,False,aFhPwy7OhyKah4cJY2QdEQ,"{'Seafood', 'Steakhouses', 'American (New)', 'Restaurants'}",34.446845,-119.623092,Stonehouse Restaurant,339,4.5,"[12, 14, 28, 52, 240]","['2017-11-04 20:38:16', '2021-04-09 03:01:52', '2021-11-29 22:35:31', '2021-12-11 23:32:43', '2022-01-10 05:19:22']"
